fco,epsco,D,L,ff,Ef,tf,epscu
28.79,0.26,100,152,2663,115.2,0.338,3.37
51.1,0.3,152,315,230,120.0,0.169,1.9
85.9,0.27,100,152,2663,13.6,0.191,3.39
39.0,0.2,150,152,2390,118.0,0.858,1.29
101.18,0.35,100,315,3732,116.0,0.8,1.43
82.4,0.23,152,315,230,128.5,0.572,2.53
85.9,0.2,152,210,3732,116.0,0.572,1.7
35.4,0.35,150,305,2900,13.6,0.8,0.63
109.8,0.25,194,200,2900,128.5,0.8,2.31
101.18,0.31,152,210,2390,120.0,0.507,1.06
43.0,0.24,194,200,2930,128.5,0.286,1.71
80.5,0.23,100,457,2930,116.0,0.9,1.95
47.3,0.31,105,200,2060,13.6,1.2,4.6
28.79,0.21,152,152,2663,120.0,0.572,2.48
77.0,0.3,194,582,2900,128.5,0.507,1.3
100.0,0.31,194,200,2930,99.0,0.191,3.1
102.2,0.35,100,582,3732,13.6,0.057,3.22
85.9,0.24,105,300,2900,115.2,1.2,0.57
39.2,0.23,194,305,2060,99.0,0.286,2.49
84.9,0.19,194,450,2900,128.5,0.3,0.39
77.2,0.25,152,152,2390,99.0,0.9,1.3
28.79,0.45,152,450,2900,116.0,0.9,1.29
43.0,0.46,105,762,3732,128.5,0.8,1.47
28.79,0.24,152,200,2663,115.2,0.8,0.47
57.5,0.28,150,305,2390,115.2,0.2,3.55
79.6,0.34,70,210,2060,116.0,0.095,0.46
109.8,0.35,100,582,2663,116.0,2.56,1.48
29.6,0.24,152,582,230,115.2,0.3,0.93
82.4,0.27,105,457,2930,116.0,1.2,1.43
39.0,0.34,100,582,2060,115.2,1.2,1.97
102.2,0.2,105,582,2060,99.0,0.9,1.06
110.1,0.27,194,152,2060,116.0,0.095,3.55
37.0,0.45,105,300,2930,116.0,0.8,0.89
34.0,0.46,100,200,2900,116.0,0.9,2.07
77.2,0.27,152,457,2060,118.0,1.2,2.2
57.5,0.21,70,200,2060,118.0,0.4,0.58
107.3,0.34,105,582,2663,13.6,0.338,3.01
84.9,0.24,105,457,2060,115.2,0.286,2.3
109.8,0.3,194,315,2900,125.7,0.338,1.43
104.5,0.28,152,582,2663,13.6,0.191,0.6
78.5,0.31,194,200,3732,128.5,0.143,3.73
84.9,0.2,105,457,2930,125.7,0.338,2.18
39.2,0.25,194,200,2930,13.6,0.4,1.71
43.0,0.2,100,582,2930,125.7,0.286,2.06
57.5,0.46,100,305,2930,116.0,1.2,1.3
28.79,0.46,152,457,2663,120.0,0.8,3.31
39.2,0.3,152,305,2663,128.5,0.8,1.56
83.6,0.34,194,762,3732,128.5,0.4,4.39
46.43,0.46,194,457,2930,116.0,0.9,0.39
34.0,0.23,70,305,2390,115.2,0.4,2.49
28.79,0.31,152,582,2900,128.5,0.2,2.3
47.3,0.19,100,152,2060,116.0,0.4,0.4
84.9,0.21,100,457,2060,116.0,0.4,0.94
57.5,0.3,152,582,2390,116.0,0.4,3.21
109.8,0.3,105,315,2390,118.0,0.191,4.78
35.4,0.29,70,457,2390,120.0,1.2,3.41
28.79,0.46,152,210,2930,120.0,0.191,1.11
29.6,0.46,152,152,3732,125.7,0.143,2.47
100.0,0.28,150,152,2390,115.2,0.507,0.63
77.2,0.2,70,300,2390,99.0,0.8,1.49
83.0,0.35,150,582,2930,120.0,0.143,3.45
29.6,0.24,100,762,2930,125.7,0.6,1.48
82.4,0.34,152,210,2060,128.5,0.057,1.43
28.79,0.45,150,315,2390,118.0,0.572,3.31
57.5,0.34,152,457,2390,116.0,0.572,0.54
78.5,0.28,105,210,2663,116.0,0.572,3.37
35.4,0.19,150,305,2930,125.7,2.56,0.71
80.5,0.34,150,457,2900,115.2,0.191,2.21
29.6,0.26,150,762,2663,125.7,0.143,3.37
110.1,0.45,70,152,2390,116.0,0.169,1.96
85.9,0.27,152,582,2900,116.0,1.27,1.0
78.5,0.31,150,582,3732,116.0,0.286,2.48
109.8,0.25,152,200,2900,118.0,2.56,3.31
78.0,0.3,105,210,2663,13.6,0.8,1.29
106.0,0.35,105,450,2390,118.0,0.286,3.18
107.3,0.2,105,200,3732,118.0,0.286,0.82
51.1,0.33,194,582,2900,13.6,0.6,0.46
106.0,0.21,70,762,2060,13.6,0.143,1.92
51.1,0.27,150,300,2390,99.0,2.56,1.89
29.6,0.24,194,762,2900,120.0,0.8,1.56
46.43,0.21,100,210,2663,120.0,0.6,2.09
39.2,0.3,152,200,3732,128.5,0.3,2.2
46.43,0.35,100,210,2930,116.0,0.191,2.2
55.2,0.29,152,305,2663,116.0,0.072,1.63
49.6,0.31,100,450,2060,128.5,0.286,1.4
50.64,0.23,194,305,2900,128.5,0.338,0.51
83.6,0.35,100,300,2930,128.5,0.4,1.06
83.6,0.21,150,152,2390,120.0,1.2,2.3
78.5,0.29,194,582,2060,13.6,0.6,1.4
82.4,0.24,100,582,2900,118.0,0.286,2.81
85.9,0.33,100,582,2390,125.7,0.095,1.11
37.2,0.26,100,582,2390,118.0,0.072,1.09
114.7,0.23,100,315,2900,118.0,0.338,0.63
77.0,0.35,100,200,2390,115.2,0.2,1.89
36.6,0.28,152,300,2930,13.6,0.169,2.98
104.5,0.29,100,200,2900,99.0,3.86,3.47
43.0,0.24,194,200,2060,120.0,0.143,3.18
83.6,0.2,194,305,2930,116.0,0.338,2.06
110.1,0.33,194,305,3732,120.0,0.169,1.87
83.6,0.3,100,305,3732,118.0,0.4,1.62
85.9,0.28,194,457,2663,99.0,0.095,4.6
47.3,0.25,100,200,3732,13.6,0.6,2.2
77.2,0.25,70,582,2930,118.0,0.169,2.98
83.6,0.2,100,152,2930,99.0,0.858,1.44
47.3,0.28,194,300,2900,116.0,0.143,1.49
102.0,0.27,152,582,2930,128.5,0.072,1.58
49.6,0.45,100,762,3732,125.7,0.507,1.44
102.2,0.35,152,762,230,118.0,0.858,1.58
77.0,0.31,152,300,2060,118.0,0.072,1.49
114.7,0.28,152,315,3732,118.0,0.286,1.48
77.0,0.3,194,152,2390,128.5,2.56,2.23
57.5,0.34,152,152,2663,99.0,0.4,4.6
82.4,0.46,70,762,2390,116.0,0.338,3.5
119.3,0.23,152,300,3732,118.0,0.507,3.21
100.0,0.3,152,457,3732,116.0,0.191,3.04
49.6,0.2,152,200,2930,118.0,3.86,0.46
84.9,0.46,152,582,2060,120.0,0.9,1.65
36.6,0.3,152,152,2900,125.7,0.6,0.82
119.3,0.21,152,450,3732,120.0,0.507,1.98
119.3,0.2,100,300,2900,99.0,0.6,2.33
49.4,0.31,194,200,2930,128.5,2.56,1.29
28.79,0.23,194,305,2390,120.0,0.6,2.21
83.0,0.35,100,582,2900,120.0,0.858,1.47
104.5,0.31,100,152,230,125.7,0.095,2.53
49.4,0.24,152,200,2060,118.0,3.86,1.06
106.0,0.26,150,582,3732,128.5,0.338,1.75
83.0,0.26,100,300,2900,125.7,1.2,3.45
39.0,0.23,194,582,3732,115.2,0.4,1.64
37.0,0.26,70,152,3732,116.0,3.86,1.96
36.6,0.34,150,762,2060,115.2,1.27,1.45
39.2,0.28,194,210,2060,116.0,0.3,1.97
49.4,0.45,152,210,2390,118.0,0.6,1.29
114.7,0.24,70,450,2390,99.0,0.572,2.2
51.1,0.26,152,300,2663,13.6,0.572,1.62
43.0,0.3,194,200,2900,115.2,0.3,2.31
83.6,0.25,150,582,2663,128.5,0.572,3.1
43.0,0.28,70,582,2060,116.0,0.143,2.09
80.5,0.45,100,315,2930,118.0,0.057,2.47
74.0,0.46,100,200,2900,99.0,0.143,3.37
37.0,0.21,152,300,2390,13.6,0.143,3.39
114.7,0.31,105,300,2060,115.2,0.858,2.81
57.5,0.27,152,305,2900,116.0,3.86,1.49
51.1,0.31,70,315,2930,125.7,0.9,1.11
39.2,0.29,105,305,2900,118.0,0.191,2.96
77.0,0.35,152,762,3732,13.6,0.507,2.38
29.6,0.46,152,305,2663,116.0,0.572,1.58
36.6,0.46,70,315,2663,128.5,0.6,3.01
46.43,0.26,70,305,2060,118.0,0.143,1.78
101.18,0.31,152,200,2900,128.5,0.6,0.39
28.79,0.46,100,762,2663,13.6,0.572,2.32
110.2,0.3,194,457,3732,116.0,1.2,2.86
77.9,0.24,152,300,2390,116.0,0.143,1.96
57.5,0.2,105,450,2390,125.7,0.169,1.66
39.0,0.26,105,200,2900,13.6,0.286,1.02
80.5,0.46,100,152,2663,115.2,0.3,1.78
104.5,0.25,194,200,2900,116.0,0.4,2.32
110.2,0.21,100,450,2930,115.2,2.56,2.3
82.4,0.21,100,457,2060,125.7,0.4,1.06
102.2,0.35,70,305,230,116.0,1.2,1.45
28.79,0.23,100,210,230,120.0,0.169,1.43
29.6,0.28,70,210,2390,120.0,0.572,2.96
101.18,0.19,152,450,3732,125.7,0.3,1.64
109.8,0.27,70,582,2390,128.5,0.057,1.71
29.6,0.21,70,305,2060,120.0,0.169,1.15
83.6,0.24,100,582,2930,13.6,0.9,3.39
43.0,0.34,152,200,2930,115.2,0.338,2.81
36.6,0.25,152,300,2900,128.5,0.8,1.85
79.6,0.46,194,762,2390,118.0,3.86,1.62
101.18,0.25,100,305,3732,99.0,0.9,0.88
102.2,0.23,100,210,230,128.5,0.2,3.68
47.3,0.45,105,315,3732,13.6,0.6,2.12
49.6,0.31,100,210,3732,115.2,0.9,3.22
119.3,0.25,152,300,2930,125.7,0.4,2.09
85.9,0.2,194,305,2663,118.0,0.143,1.44
47.3,0.46,70,305,2900,120.0,0.572,0.71
78.0,0.2,100,210,3732,120.0,3.86,2.86
29.6,0.45,150,582,2900,125.7,0.6,3.73
106.0,0.25,70,762,2900,118.0,0.286,1.61
100.0,0.28,100,210,3732,116.0,1.27,3.48
83.0,0.3,100,457,3732,115.2,0.057,0.95
78.0,0.27,70,450,2900,99.0,0.2,0.71
74.0,0.35,194,315,2663,128.5,0.169,1.4
82.4,0.33,100,762,2663,13.6,0.2,2.21
104.5,0.31,150,200,2663,120.0,0.6,1.65
35.5,0.2,105,200,2060,120.0,0.169,0.57
49.6,0.28,70,200,3732,99.0,0.3,1.58
46.43,0.2,100,200,2663,115.2,1.27,2.32
109.8,0.35,100,762,2930,99.0,0.057,0.94
78.5,0.21,150,200,3732,125.7,0.6,0.93
102.2,0.28,105,152,2390,128.5,0.095,1.62
77.9,0.21,70,457,2900,99.0,3.86,0.46
102.0,0.25,152,152,2390,120.0,0.286,1.44
74.0,0.26,100,457,2930,128.5,0.169,1.88
106.0,0.2,150,305,2060,99.0,0.286,1.3
84.9,0.28,150,450,3732,128.5,0.3,1.02
80.5,0.27,100,315,2663,116.0,0.2,0.95
47.3,0.46,194,200,3732,125.7,0.6,3.37
110.1,0.24,194,305,3732,120.0,0.072,1.95
35.4,0.25,194,582,2390,99.0,3.86,1.29
29.6,0.45,105,152,2060,116.0,0.9,4.78
119.3,0.31,70,582,230,125.7,0.858,2.81
114.7,0.27,100,582,3732,13.6,0.095,3.31
37.0,0.3,152,457,2060,125.7,0.338,3.21
57.5,0.2,194,305,2663,118.0,2.56,1.96
101.18,0.21,152,582,2663,120.0,0.858,2.33
29.6,0.27,105,200,2060,13.6,0.286,0.42
106.0,0.3,70,210,2663,116.0,0.143,1.78
50.64,0.35,100,300,230,115.2,0.8,1.11
39.2,0.19,70,152,3732,116.0,0.507,0.95
110.1,0.25,152,200,2900,99.0,0.4,3.47
78.5,0.23,70,582,2390,116.0,0.286,3.45
114.7,0.19,70,200,3732,99.0,0.169,1.61
77.9,0.35,152,762,2390,128.5,0.338,2.77
77.2,0.45,100,762,2900,125.7,0.191,2.07
77.2,0.25,100,200,2390,99.0,0.191,1.02
107.3,0.24,194,305,230,120.0,0.095,2.01
77.0,0.45,152,457,2663,115.2,2.56,0.89
35.4,0.34,152,200,2060,120.0,0.095,3.15
82.4,0.3,152,450,3732,99.0,1.27,0.63
43.0,0.27,194,457,2663,99.0,0.6,2.53
85.9,0.29,194,457,3732,13.6,0.9,1.88
110.2,0.25,70,457,2060,115.2,0.143,3.01
28.79,0.28,70,305,2930,99.0,0.095,3.1
84.9,0.24,100,315,2663,116.0,1.2,0.54
47.3,0.29,100,210,2900,99.0,0.286,2.89
39.2,0.28,70,200,2060,125.7,0.572,3.5
84.9,0.26,152,305,2930,125.7,0.507,2.05
37.2,0.27,152,152,2390,115.2,0.338,2.18
39.0,0.45,194,305,3732,128.5,0.191,3.37
110.2,0.33,194,762,2663,118.0,0.338,0.71
77.9,0.26,152,200,2060,120.0,0.338,1.9
74.0,0.28,70,210,3732,128.5,0.057,2.23
101.18,0.46,105,152,2663,13.6,0.286,0.58
39.2,0.35,194,200,2663,120.0,0.2,3.21
83.0,0.25,152,152,2390,99.0,0.3,1.64
101.18,0.46,150,762,2060,125.7,0.4,1.92
74.0,0.26,70,200,2060,116.0,0.3,1.64
110.1,0.31,70,300,230,128.5,0.6,1.7
55.2,0.31,152,315,3732,128.5,2.56,2.09
35.4,0.25,100,210,2663,118.0,0.858,2.53
102.0,0.27,150,457,2930,13.6,0.507,1.96
46.43,0.45,100,450,2930,116.0,0.6,1.43
104.5,0.21,152,450,3732,118.0,0.4,0.93
49.4,0.46,100,450,230,118.0,1.27,1.97
35.4,0.2,194,300,2930,128.5,0.286,1.78
82.4,0.25,152,582,2060,118.0,0.095,1.49
101.18,0.28,194,210,2900,125.7,0.3,2.3
78.5,0.23,70,200,2060,118.0,0.095,2.3
78.0,0.46,194,582,3732,99.0,0.072,2.3
35.4,0.27,152,450,2900,99.0,0.057,1.7
83.6,0.19,105,300,2663,13.6,0.9,0.63
49.6,0.21,152,300,2060,99.0,0.143,0.94
51.1,0.21,100,762,2900,13.6,0.9,2.48
79.6,0.27,152,152,3732,116.0,0.6,0.42
77.0,0.45,152,152,3732,128.5,0.507,1.15
46.43,0.45,100,762,2390,120.0,0.8,0.38
29.6,0.24,100,582,2900,13.6,0.143,2.48
102.0,0.35,152,210,2390,125.7,0.095,1.97
77.9,0.21,100,200,2060,118.0,0.4,0.82
77.9,0.3,150,300,2390,125.7,3.86,0.45
35.4,0.26,152,582,2930,128.5,0.6,1.08
109.8,0.27,70,200,2900,99.0,0.8,2.12
102.2,0.46,152,200,2900,118.0,0.286,1.17
100.0,0.35,150,210,2930,118.0,0.572,0.71
83.0,0.26,194,210,2390,125.7,0.8,0.45
83.0,0.46,105,457,2663,128.5,0.2,0.57
36.6,0.27,70,200,2390,125.7,0.507,2.18
34.0,0.34,100,210,3732,120.0,0.338,4.78
37.2,0.31,152,582,2900,116.0,0.338,0.91
77.2,0.3,150,582,3732,120.0,0.057,1.96
83.0,0.34,194,200,3732,99.0,0.143,0.95
106.0,0.24,152,450,2930,120.0,0.143,3.04
37.2,0.35,105,315,2060,116.0,0.143,1.56
29.6,0.28,105,300,3732,115.2,0.095,1.65
55.2,0.35,105,152,2930,115.2,0.8,2.38
39.0,0.25,105,210,2060,118.0,1.27,1.44
78.0,0.23,105,315,2663,125.7,0.8,1.15
47.3,0.46,152,200,2900,120.0,0.338,0.63
35.4,0.31,105,582,2900,128.5,3.86,3.68
28.79,0.23,194,582,2930,99.0,3.86,2.05
29.6,0.27,100,210,2390,118.0,0.072,1.3
34.0,0.34,194,762,2060,118.0,0.572,0.36
104.5,0.23,100,210,2060,128.5,0.2,1.98
82.4,0.45,70,582,3732,118.0,0.338,3.55
83.0,0.21,152,582,2390,118.0,0.858,0.78
28.79,0.28,105,450,2390,128.5,0.572,2.06
39.2,0.45,152,305,2663,116.0,0.572,1.7
37.0,0.23,100,200,2060,116.0,0.507,2.33
49.6,0.31,150,305,2060,125.7,2.56,2.81
109.8,0.24,150,200,3732,118.0,0.286,1.29
35.5,0.25,100,457,2663,99.0,0.858,1.9
106.0,0.46,105,300,2663,13.6,0.4,2.23
83.0,0.26,150,457,3732,13.6,0.169,4.39
107.3,0.2,100,582,2900,116.0,0.8,2.89
77.2,0.3,150,210,2390,116.0,0.6,2.81
78.5,0.19,100,305,2663,128.5,0.095,4.39
79.6,0.28,152,450,2663,13.6,0.2,2.48
47.3,0.23,100,200,2663,128.5,0.3,0.53
29.6,0.31,100,315,2060,116.0,0.4,1.62
34.0,0.34,194,315,3732,99.0,1.2,3.15
29.6,0.2,150,210,2060,99.0,0.4,3.5
49.4,0.23,105,762,2663,118.0,3.86,2.3
28.79,0.2,152,210,2900,115.2,0.169,0.89
106.0,0.29,100,315,2900,99.0,0.286,0.6
77.2,0.21,100,315,2663,13.6,0.507,0.6
109.8,0.25,100,152,2060,125.7,0.191,2.18
110.1,0.26,70,457,230,13.6,2.56,3.4
49.4,0.26,100,582,2663,99.0,0.507,1.49
100.0,0.31,105,210,3732,13.6,0.572,1.43
39.0,0.31,194,762,230,115.2,0.507,0.82
49.6,0.26,152,582,3732,99.0,0.6,0.95
43.0,0.19,100,210,2390,115.2,0.4,1.09
80.5,0.23,150,305,2390,118.0,0.6,0.46
119.3,0.2,152,152,2663,118.0,0.4,2.21
28.79,0.34,100,450,2663,99.0,0.095,0.51
83.0,0.35,105,200,2390,116.0,0.6,1.11
34.0,0.26,105,305,2060,128.5,0.4,1.96
102.2,0.23,105,210,3732,99.0,0.286,3.5
102.0,0.45,194,582,2390,115.2,0.8,1.58
35.5,0.46,105,200,2390,116.0,0.4,1.64
34.0,0.3,70,152,2900,99.0,0.8,3.39
55.2,0.34,194,450,2900,99.0,0.572,2.98
77.2,0.35,105,210,2663,116.0,0.8,1.56
106.0,0.26,194,305,3732,99.0,0.8,2.86
37.2,0.28,100,152,2900,116.0,0.169,1.61
50.64,0.46,100,582,2663,120.0,0.572,0.52
82.4,0.25,100,582,2060,116.0,1.2,2.11
110.2,0.21,100,457,2930,125.7,0.095,1.25
101.18,0.29,100,300,2390,13.6,0.2,1.11
101.18,0.23,152,152,2663,118.0,1.2,2.98
49.6,0.28,152,200,2900,118.0,0.143,1.29
114.7,0.24,100,300,2930,118.0,0.143,2.81
110.2,0.29,152,315,2900,116.0,1.27,2.01
51.1,0.28,70,200,3732,125.7,0.4,0.38
55.2,0.35,100,762,2900,13.6,0.057,3.11
78.5,0.29,150,200,3732,128.5,0.9,1.97
37.0,0.21,105,457,2930,99.0,0.095,1.61
57.5,0.31,105,200,230,118.0,2.56,1.45
109.8,0.25,105,210,2930,13.6,0.572,0.82
78.0,0.25,105,305,2930,115.2,0.057,0.46
102.2,0.45,150,210,2390,116.0,0.9,1.09
102.2,0.26,150,582,2060,128.5,0.6,1.25
43.0,0.24,100,200,2930,116.0,1.2,1.66
110.2,0.25,100,762,2390,118.0,0.6,2.11
51.1,0.3,150,762,2900,13.6,0.143,0.88
102.2,0.34,152,305,2390,128.5,0.6,0.46
35.5,0.25,100,152,3732,99.0,0.858,2.89
39.2,0.45,105,582,2060,115.2,1.2,3.37
114.7,0.33,150,152,2930,99.0,0.6,3.15
106.0,0.34,100,305,2900,118.0,0.191,1.75
77.0,0.26,150,200,2390,128.5,0.057,2.2
83.6,0.45,105,582,3732,118.0,2.56,1.78
85.9,0.35,70,210,2663,116.0,0.572,1.88
114.7,0.24,100,582,2930,13.6,0.2,3.55
101.18,0.23,150,200,2663,13.6,0.143,0.42
39.0,0.45,70,457,2900,125.7,0.6,1.43
57.5,0.33,70,762,2930,116.0,0.858,1.06
78.0,0.45,194,200,2060,116.0,0.169,0.82
49.4,0.24,100,305,2663,118.0,2.56,1.96
109.8,0.28,152,152,2060,116.0,0.2,0.78
110.2,0.26,70,152,2663,118.0,0.3,3.39
57.5,0.27,105,305,3732,128.5,0.057,0.51
110.2,0.45,105,315,2663,118.0,0.095,1.98
110.2,0.25,105,450,230,128.5,0.858,3.17
35.5,0.34,105,762,2390,13.6,1.27,1.97
35.4,0.21,100,152,2930,99.0,0.4,1.67
107.3,0.28,194,152,2060,125.7,1.2,1.09
101.18,0.28,70,450,2900,125.7,0.507,0.6
110.1,0.46,100,300,3732,99.0,1.2,2.11
55.2,0.28,150,762,3732,118.0,0.338,0.93
102.2,0.33,100,210,230,118.0,3.86,1.78
36.6,0.23,152,152,2390,128.5,0.4,1.06
107.3,0.2,150,210,2060,120.0,0.9,0.94
36.6,0.2,70,300,3732,125.7,0.9,3.5
119.3,0.31,70,315,2663,116.0,0.4,1.75
107.3,0.24,150,152,2390,120.0,0.191,3.39
50.64,0.34,152,582,2900,125.7,0.338,3.39
114.7,0.26,105,450,2930,116.0,1.2,3.45
39.2,0.25,152,210,2930,116.0,0.169,2.86
29.6,0.34,152,152,3732,115.2,3.86,0.89
110.2,0.26,152,450,2663,120.0,0.143,0.58
84.9,0.21,100,152,2900,120.0,0.169,2.3
110.1,0.28,100,300,2390,13.6,1.27,0.39
49.4,0.46,152,582,2900,116.0,1.2,1.98
37.2,0.35,150,762,2390,125.7,0.286,0.42
100.0,0.35,70,200,2060,99.0,0.858,0.45
29.6,0.27,150,457,3732,116.0,0.072,2.89
39.0,0.35,105,305,2663,13.6,0.6,3.15
83.0,0.26,70,762,2390,118.0,0.572,1.09
110.2,0.2,152,315,2663,115.2,0.143,1.78
101.18,0.35,152,210,2663,118.0,0.286,1.58
74.0,0.21,70,210,2390,125.7,0.338,3.04
110.2,0.21,152,762,2930,118.0,0.858,3.8
49.4,0.26,152,152,2390,116.0,0.169,3.01
46.43,0.23,150,200,2930,99.0,1.2,0.37
110.2,0.3,105,315,2663,120.0,0.095,2.77
78.0,0.2,194,152,3732,115.2,0.338,3.47
49.6,0.26,100,300,2390,120.0,0.095,1.43
82.4,0.26,152,152,3732,13.6,1.27,0.46
37.2,0.28,152,305,2900,99.0,0.858,4.6
35.5,0.29,152,305,230,116.0,0.572,1.25
100.0,0.34,194,450,2060,128.5,3.86,0.38
57.5,0.29,150,200,2930,99.0,0.143,1.0
43.0,0.24,100,200,2900,116.0,0.9,3.15
35.4,0.21,105,457,230,115.2,0.095,0.95
83.6,0.27,150,315,2060,115.2,0.572,2.96
37.2,0.31,152,152,2060,99.0,0.191,3.15
37.0,0.27,152,457,2390,120.0,0.8,2.12
43.0,0.28,152,762,2900,115.2,0.4,3.1
74.0,0.28,70,450,2390,13.6,3.86,2.05
39.0,0.26,105,582,2060,125.7,0.286,0.46
104.5,0.26,70,315,2663,115.2,2.56,1.9
46.43,0.19,194,200,2900,120.0,1.2,2.18
36.6,0.35,152,152,2900,116.0,0.057,2.12
83.6,0.3,70,152,230,125.7,0.191,3.31
28.79,0.26,105,305,2060,116.0,0.3,3.73
80.5,0.28,150,152,230,120.0,0.8,2.3
36.6,0.31,70,762,2060,115.2,0.338,0.82
49.6,0.34,152,315,2663,128.5,2.56,3.4
29.6,0.33,105,152,2900,118.0,0.4,3.55
85.9,0.31,152,305,2390,116.0,0.8,0.6
39.0,0.27,194,200,2900,118.0,0.507,3.5
34.0,0.19,105,152,2060,128.5,0.057,1.43
36.6,0.2,70,582,2060,128.5,0.3,0.94
37.2,0.31,100,582,2900,13.6,0.4,0.42
46.43,0.25,152,457,2390,125.7,0.3,2.23
35.4,0.27,150,152,2663,120.0,0.572,0.53
35.4,0.2,100,200,2060,125.7,1.2,1.95
78.0,0.31,70,300,2930,13.6,0.3,1.78
34.0,0.21,152,200,3732,125.7,1.2,1.64
119.3,0.27,100,457,3732,99.0,1.27,2.32
55.2,0.21,152,762,2663,118.0,0.9,0.63
83.6,0.23,194,762,230,125.7,0.338,0.93
49.4,0.35,152,200,2663,118.0,1.2,3.04
114.7,0.23,150,450,2930,125.7,0.572,1.92
78.5,0.25,100,210,3732,128.5,1.27,1.49
110.2,0.23,100,450,2663,13.6,0.169,1.96
51.1,0.28,152,450,2060,13.6,0.143,0.57
35.4,0.45,100,305,2900,13.6,0.286,3.45
80.5,0.2,152,305,230,118.0,3.86,1.98
107.3,0.25,150,315,2390,116.0,0.3,2.48
77.0,0.46,194,152,3732,115.2,2.56,3.37
35.5,0.34,100,457,2060,116.0,0.8,1.9
39.0,0.2,152,305,3732,128.5,3.86,1.85
39.2,0.2,100,315,2060,115.2,1.2,2.05
29.6,0.28,105,305,2900,118.0,3.86,2.33
49.4,0.29,100,200,2663,115.2,0.6,1.4
101.18,0.29,100,305,2060,115.2,0.572,2.53
29.6,0.25,70,315,2663,116.0,0.169,3.55
74.0,0.2,100,152,2060,115.2,0.858,2.48
102.0,0.26,100,450,2390,128.5,0.095,0.82
39.0,0.28,70,450,2663,99.0,0.3,3.31
110.1,0.26,70,457,2930,13.6,0.3,0.47
100.0,0.27,194,305,2060,118.0,0.3,1.78
102.0,0.33,194,300,2930,116.0,0.4,1.4
100.0,0.28,70,200,2060,128.5,0.6,0.82
55.2,0.21,70,200,230,115.2,0.6,3.11
39.0,0.46,152,305,2900,115.2,0.057,1.88
101.18,0.29,100,152,2390,116.0,0.8,2.05
84.9,0.25,152,300,2900,115.2,0.6,2.31
106.0,0.27,105,450,230,120.0,0.095,0.45
114.7,0.29,194,305,2900,120.0,0.858,1.0
83.6,0.27,194,315,2060,99.0,0.169,0.93
36.6,0.2,105,762,3732,128.5,0.338,1.58
50.64,0.2,152,315,2390,125.7,1.2,1.17
110.1,0.45,100,762,3732,118.0,0.572,1.64
35.5,0.3,105,200,2930,115.2,0.6,0.58
57.5,0.33,100,200,3732,125.7,0.9,3.37
78.5,0.24,105,200,2060,128.5,0.338,2.09
74.0,0.33,70,300,3732,128.5,0.286,3.11
46.43,0.24,70,300,2663,125.7,2.56,2.07
101.18,0.23,100,457,3732,115.2,0.6,2.2
46.43,0.24,100,305,2663,116.0,0.072,1.09
82.4,0.34,70,200,230,128.5,0.286,0.71
83.0,0.28,100,457,3732,128.5,0.072,1.89
35.5,0.46,70,315,3732,120.0,0.169,1.75
51.1,0.31,100,305,2663,116.0,0.057,3.37
74.0,0.21,100,210,2390,13.6,1.2,3.41
77.0,0.45,194,582,2663,128.5,0.507,1.25
82.4,0.31,70,305,2900,13.6,0.4,2.18
102.2,0.2,100,457,2900,13.6,0.858,2.81
49.6,0.35,152,200,230,99.0,0.191,3.39
49.6,0.46,150,305,2060,128.5,0.572,1.9
82.4,0.35,150,305,3732,120.0,0.338,0.91
85.9,0.3,105,152,2390,120.0,0.9,1.45
49.4,0.24,150,300,2930,125.7,0.191,3.01
100.0,0.28,150,200,2060,118.0,1.27,0.4
80.5,0.24,152,200,2930,125.7,0.8,0.46
51.1,0.45,100,300,2060,116.0,0.191,2.18
57.5,0.27,100,200,2900,128.5,0.095,0.38
82.4,0.27,194,305,230,118.0,0.3,1.17
78.5,0.24,152,152,3732,125.7,0.9,1.56
49.4,0.27,100,300,2060,118.0,0.3,1.98
49.4,0.26,100,305,230,13.6,0.2,1.63
78.5,0.46,194,210,2663,120.0,0.8,1.45
82.4,0.31,150,300,3732,120.0,1.27,2.11
85.9,0.35,194,582,2663,118.0,0.2,1.4
55.2,0.24,194,210,2390,125.7,0.572,1.11
80.5,0.23,152,305,3732,116.0,0.2,3.21
37.0,0.46,70,582,2900,13.6,1.27,0.63
55.2,0.27,70,450,2060,128.5,0.858,3.11
110.2,0.23,70,210,3732,99.0,0.072,0.58
78.5,0.3,105,300,2390,128.5,0.858,3.48
101.18,0.2,105,200,2930,99.0,0.072,1.92
83.6,0.26,152,200,2663,120.0,0.286,2.09
83.6,0.24,100,152,2663,116.0,1.2,0.46
102.0,0.28,105,305,2390,13.6,2.56,3.18
34.0,0.23,105,200,230,118.0,0.4,1.89
46.43,0.27,150,305,2930,99.0,0.858,1.45
77.2,0.27,194,457,2060,128.5,0.4,0.91
39.0,0.26,152,210,2060,116.0,0.9,2.12
102.0,0.19,150,200,2663,120.0,0.095,2.11
28.79,0.28,150,300,2390,115.2,0.572,2.18
77.2,0.3,152,762,2900,118.0,0.6,2.18
37.0,0.27,70,305,2390,118.0,0.191,3.04
74.0,0.3,152,152,2663,115.2,0.072,2.31
78.0,0.3,194,582,2060,13.6,0.191,1.97
35.5,0.29,100,200,2663,120.0,0.3,3.17
